id,name,category,price,stock,description,indication,dosage,ingredients,benefits,side_effects,expiry,type,photo,is_active,tags
177,Plantago Ovata Granul,Pencernaan & Diare,45000.0,448,Psyllium Husk,Sembelit kronis dan melancarkan BAB; Gejala: sembelit kronis; konstipasi; BAB tidak lancar,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Psyllium Husk,Sembelit kronis dan melancarkan BAB; sembelit kronis; konstipasi; BAB tidak lancar; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kembung sementara,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/f59e0b?text=Plantago+Ovata+Granul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
178,Biolysin Sirup,Pencernaan & Diare,38000.0,412,"Lysine, Vitamin B Kompleks, Zinc",Nafsu makan anak; Gejala: nafsu makan anak; anak susah makan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Lysine, Vitamin B Kompleks, Zinc",Nafsu makan anak; nafsu makan anak; anak susah makan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-03-15,Sirup,https://placehold.co/400x300/f8fafc/f59e0b?text=Biolysin+Sirup,True,"[""otc"",""indonesia"",""chatbot-ready""]"
179,Curcuma Plus Sirup,Pencernaan & Diare,45000.0,173,"Curcuma Xanthorrhiza, Vitamin, Zinc","Nafsu makan kurang, pencernaan; Gejala: nafsu makan; anak kurus; curcuma",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Curcuma Xanthorrhiza, Vitamin, Zinc","Nafsu makan kurang, pencernaan; nafsu makan; anak kurus; curcuma; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2028-03-15,Sirup,https://placehold.co/400x300/f8fafc/f59e0b?text=Curcuma+Plus+Sirup,True,"[""otc"",""indonesia"",""chatbot-ready""]"
180,Scott's Emulsion,Pencernaan & Diare,55000.0,68,"Cod Liver Oil, Calcium, Vitamin A & D","Nafsu makan, daya tahan, pertumbuhan; Gejala: minyak ikan; nafsu makan; vitamin ad",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Cod Liver Oil, Calcium, Vitamin A & D","Nafsu makan, daya tahan, pertumbuhan; minyak ikan; nafsu makan; vitamin ad; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Mual bila berlebih,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/f59e0b?text=Scott's+Emulsion,True,"[""otc"",""indonesia"",""chatbot-ready""]"
181,Noprovit Sirup,Pencernaan & Diare,35000.0,380,"Zinc, Vitamin B1, B6, B12",Nafsu makan anak; Gejala: nafsu makan anak; zinc,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Zinc, Vitamin B1, B6, B12",Nafsu makan anak; nafsu makan anak; zinc; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2029-01-15,Sirup,https://placehold.co/400x300/f8fafc/f59e0b?text=Noprovit+Sirup,True,"[""otc"",""indonesia"",""chatbot-ready""]"
182,Enervon C Strip 4s,Vitamin & Suplemen,5000.0,373,"Vitamin C 500mg, Vitamin B Kompleks",Daya tahan tubuh; Gejala: imun; vitamin c; capek,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Vitamin C 500mg, Vitamin B Kompleks",Daya tahan tubuh; imun; vitamin c; capek; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Urin kuning cerah,2029-01-15,Produk,/medicines/Enervon C Strip 4s.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
183,Enervon C Effervescent,Vitamin & Suplemen,35000.0,497,"Vitamin C 1000mg, Vitamin B Kompleks effervescent",Daya tahan dan energi; Gejala: imun effervescent; vitamin c tinggi,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Vitamin C 1000mg, Vitamin B Kompleks effervescent",Daya tahan dan energi; imun effervescent; vitamin c tinggi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kembung,2028-03-15,Produk,/medicines/Enervon C Effervescent.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
184,Enervon C Plus Sirup,Vitamin & Suplemen,25000.0,444,"Vitamin C 100mg, Vitamin B Kompleks sirup",Daya tahan anak; Gejala: vitamin c anak; imun anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Vitamin C 100mg, Vitamin B Kompleks sirup",Daya tahan anak; vitamin c anak; imun anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Urin kuning,2026-12-31,Sirup,/medicines/Enervon C Plus Sirup.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
185,Vitacimin Lemon Strip,Vitamin & Suplemen,2500.0,133,Vitamin C 500mg hisap rasa lemon,Suplemen Vitamin C hisap; Gejala: vitamin hisap; sariawan; vitamin c,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Vitamin C 500mg hisap rasa lemon,Suplemen Vitamin C hisap; vitamin hisap; sariawan; vitamin c; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung,2028-12-31,Produk,/medicines/Vitacimin Lemon Strip.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
186,Vitacimin Sweet Orange Strip,Vitamin & Suplemen,2500.0,411,Vitamin C 500mg hisap rasa jeruk,Suplemen Vitamin C hisap; Gejala: vitamin hisap; jeruk,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Vitamin C 500mg hisap rasa jeruk,Suplemen Vitamin C hisap; vitamin hisap; jeruk; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung,2026-12-31,Produk,/medicines/Vitacimin Sweet Orange Strip.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
187,Vitacimin Blueberry Strip,Vitamin & Suplemen,2500.0,119,Vitamin C 500mg hisap rasa blueberry,Suplemen Vitamin C hisap; Gejala: vitamin hisap; blueberry,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Vitamin C 500mg hisap rasa blueberry,Suplemen Vitamin C hisap; vitamin hisap; blueberry; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung,2026-12-31,Produk,/medicines/Vitacimin Blueberry Strip.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
188,Vitacimin Box 100s,Vitamin & Suplemen,65000.0,59,Vitamin C 500mg hisap,Vitamin C stok besar; Gejala: vitamin c stok besar,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Vitamin C 500mg hisap,Vitamin C stok besar; vitamin c stok besar; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung,2027-06-30,Produk,/medicines/Vitacimin Box 100s.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
189,Vicee Strawberry Strip,Vitamin & Suplemen,2000.0,213,Vitamin C 500mg rasa stroberi,Suplemen Vitamin C; Gejala: vitamin c stroberi; imun,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Vitamin C 500mg rasa stroberi,Suplemen Vitamin C; vitamin c stroberi; imun; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung,2027-06-30,Produk,/medicines/Vicee Strawberry Strip.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
190,Vicee Orange Strip,Vitamin & Suplemen,2000.0,277,Vitamin C 500mg rasa jeruk,Suplemen Vitamin C; Gejala: vitamin c jeruk; imun,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Vitamin C 500mg rasa jeruk,Suplemen Vitamin C; vitamin c jeruk; imun; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung,2029-01-15,Produk,/medicines/Vicee Orange Strip.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
191,Imboost Strip 4s,Vitamin & Suplemen,20000.0,289,"Echinacea purpurea 250mg, Zinc 10mg, Vitamin C",Meningkatkan imun tubuh; Gejala: sistem imun; cegah sakit; echinacea,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Echinacea purpurea 250mg, Zinc 10mg, Vitamin C",Meningkatkan imun tubuh; sistem imun; cegah sakit; echinacea; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Alergi (jarang),2029-01-15,Produk,/medicines/Imboost Strip 4s.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
192,Imboost Force Tablet,Vitamin & Suplemen,65000.0,58,"Echinacea, Zinc, Vitamin C, Elderberry",Imun booster tingkat lanjut; Gejala: imun booster; elderberry,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Echinacea, Zinc, Vitamin C, Elderberry",Imun booster tingkat lanjut; imun booster; elderberry; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Alergi jarang,2028-12-31,Tablet,/medicines/Imboost Force Tablet.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
193,Imboost Kids Sirup,Vitamin & Suplemen,40000.0,274,"Echinacea, Zinc, Vitamin C sirup anak",Imun anak sering sakit; Gejala: imun anak; anak sering sakit,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Echinacea, Zinc, Vitamin C sirup anak",Imun anak sering sakit; imun anak; anak sering sakit; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2029-01-15,Sirup,/medicines/Imboost Kids Sirup.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
194,Imboost Extra Vitamin C,Vitamin & Suplemen,45000.0,122,"Echinacea, Zinc, Vitamin C 1000mg",Imun dan vitamin C ekstra; Gejala: imun vitamin c tinggi,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Echinacea, Zinc, Vitamin C 1000mg",Imun dan vitamin C ekstra; imun vitamin c tinggi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung,2029-01-15,Produk,/medicines/Imboost Extra Vitamin C.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
195,Stimuno Forte Kapsul,Vitamin & Suplemen,35000.0,351,Phyllanthus niruri 50mg,Imunomodulator fitofarmaka; Gejala: imunomodulator; gampang sakit; daya tahan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Phyllanthus niruri 50mg,Imunomodulator fitofarmaka; imunomodulator; gampang sakit; daya tahan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-03-15,Kapsul,/medicines/Stimuno Forte Kapsul.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
196,Stimuno Sirup Anggur,Vitamin & Suplemen,32000.0,374,Phyllanthus niruri sirup rasa anggur,Daya tahan anak; Gejala: imun anak anggur,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Phyllanthus niruri sirup rasa anggur,Daya tahan anak; imun anak anggur; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2026-12-31,Sirup,/medicines/Stimuno Sirup Anggur.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
197,Stimuno Sirup Jeruk,Vitamin & Suplemen,32000.0,356,Phyllanthus niruri sirup rasa jeruk,Daya tahan anak; Gejala: imun anak jeruk,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Phyllanthus niruri sirup rasa jeruk,Daya tahan anak; imun anak jeruk; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2029-01-15,Sirup,/medicines/Stimuno Sirup Jeruk.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
198,CDR Tube 10 Tablet,Vitamin & Suplemen,48000.0,192,"Calcium 500mg, Vitamin C, D3, B6 effervescent",Kesehatan tulang dan imun; Gejala: kalsium; tulang kuat; imun,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Calcium 500mg, Vitamin C, D3, B6 effervescent",Kesehatan tulang dan imun; kalsium; tulang kuat; imun; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kembung,2026-12-31,Tablet,/medicines/CDR Tube 10 Tablet.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
199,CDR Tube 15 Tablet,Vitamin & Suplemen,68000.0,31,"Calcium 500mg, Vitamin C, D3, B6 effervescent isi 15",Kesehatan tulang besar; Gejala: kalsium; tulang; osteoporosis,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Calcium 500mg, Vitamin C, D3, B6 effervescent isi 15",Kesehatan tulang besar; kalsium; tulang; osteoporosis; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kembung,2028-03-15,Tablet,/medicines/CDR Tube 15 Tablet.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
200,CDR Strip 4s,Vitamin & Suplemen,15000.0,197,"Calcium, Vitamin C, D3 effervescent mini",Kalsium praktis; Gejala: kalsium strip; tulang,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Calcium, Vitamin C, D3 effervescent mini",Kalsium praktis; kalsium strip; tulang; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kembung,2028-03-15,Produk,/medicines/CDR Strip 4s.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
201,Redoxon Triple Action 10s,Vitamin & Suplemen,52000.0,71,"Vitamin C 1000mg, Zinc 10mg, Vitamin D3 400IU",Daya tahan tubuh tiga arah; Gejala: vitamin c triple; imun tinggi,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Vitamin C 1000mg, Zinc 10mg, Vitamin D3 400IU",Daya tahan tubuh tiga arah; vitamin c triple; imun tinggi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung,2028-12-31,Produk,/medicines/Redoxon Triple Action 10s.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
202,Redoxon Zinc 10s,Vitamin & Suplemen,45000.0,328,"Zinc 10mg, Vitamin C 1000mg effervescent",Imun dan penyembuhan luka; Gejala: zinc imun; penyembuhan luka,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Zinc 10mg, Vitamin C 1000mg effervescent",Imun dan penyembuhan luka; zinc imun; penyembuhan luka; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung,2028-12-31,Produk,/medicines/Redoxon Zinc 10s.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
203,Redoxon Kids Gummy,Vitamin & Suplemen,35000.0,389,"Vitamin C, D, Zinc gummy anak",Suplemen imun anak yang menyenangkan; Gejala: vitamin gummy anak; imun anak menyenangkan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Vitamin C, D, Zinc gummy anak",Suplemen imun anak yang menyenangkan; vitamin gummy anak; imun anak menyenangkan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2026-12-31,Produk,/medicines/Redoxon Kids Gummy.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
204,Fatigon Putih Tablet,Vitamin & Suplemen,7000.0,300,"Vitamin B1, B6, B12, E",Mengatasi kelelahan dan capek; Gejala: capek; kelelahan; pegal linu,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Vitamin B1, B6, B12, E",Mengatasi kelelahan dan capek; capek; kelelahan; pegal linu; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-03-15,Tablet,/medicines/Fatigon Putih Tablet.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
205,Fatigon Spirit Tablet,Vitamin & Suplemen,8500.0,267,"Vitamin B Kompleks, Ginseng",Capek dan kurang tenaga; Gejala: capek; kurang tenaga; ginseng,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Vitamin B Kompleks, Ginseng",Capek dan kurang tenaga; capek; kurang tenaga; ginseng; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Insomnia ringan,2029-01-15,Tablet,/medicines/Fatigon Spirit Tablet.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
206,Fatigon Promuno,Vitamin & Suplemen,15000.0,125,"Echinacea, Vitamin C, Zinc",Imun dan pemulihan dari sakit; Gejala: pemulihan sakit; imun,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Echinacea, Vitamin C, Zinc",Imun dan pemulihan dari sakit; pemulihan sakit; imun; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2026-12-31,Produk,/medicines/Fatigon Promuno.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
207,Fatigon Strip 4s,Vitamin & Suplemen,5000.0,368,"Vitamin B Kompleks, Vitamin E",Capek strip praktis; Gejala: capek strip; vitamin b,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Vitamin B Kompleks, Vitamin E",Capek strip praktis; capek strip; vitamin b; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2029-01-15,Produk,/medicines/Fatigon Strip 4s.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
208,Renovit Multivitamin Strip,Vitamin & Suplemen,15000.0,423,"12 Vitamin, 13 Mineral",Kebutuhan vitamin harian lengkap; Gejala: multivitamin; vitamin lengkap,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"12 Vitamin, 13 Mineral",Kebutuhan vitamin harian lengkap; multivitamin; vitamin lengkap; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2026-12-31,Produk,/medicines/Renovit Multivitamin Strip.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
209,Renovit Gold Strip,Vitamin & Suplemen,18000.0,320,"12 Vitamin, 13 Mineral + Ginseng",Multivitamin premium; Gejala: multivitamin premium; ginseng,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"12 Vitamin, 13 Mineral + Ginseng",Multivitamin premium; multivitamin premium; ginseng; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Insomnia ringan,2028-12-31,Produk,/medicines/Renovit Gold Strip.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
210,Renovit Sachet 5ml,Vitamin & Suplemen,8000.0,146,Multivitamin cair sachet,Vitamin harian praktis; Gejala: vitamin sachet; vitamin cair,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Multivitamin cair sachet,Vitamin harian praktis; vitamin sachet; vitamin cair; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2027-06-30,Sachet,/medicines/Renovit Sachet 5ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
211,Sangobion Kapsul Strip,Vitamin & Suplemen,18000.0,140,"Ferrous Gluconate 250mg, Folic Acid, Vit B12, Vit C",Anemia kurang zat besi; Gejala: kurang darah; anemia; pusing pucat,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Ferrous Gluconate 250mg, Folic Acid, Vit B12, Vit C",Anemia kurang zat besi; kurang darah; anemia; pusing pucat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Feses hitam, sembelit",2028-12-31,Kapsul,/medicines/Sangobion Kapsul Strip.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
212,Sangobion Sirup,Vitamin & Suplemen,35000.0,341,"Ferrous Gluconate, Folic Acid, Vitamin B12 sirup",Anemia dan kurang darah; Gejala: kurang darah sirup; anemia sirup,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Ferrous Gluconate, Folic Acid, Vitamin B12 sirup",Anemia dan kurang darah; kurang darah sirup; anemia sirup; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Feses hitam,2028-03-15,Sirup,/medicines/Sangobion Sirup.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
213,Sangobion Kids Sirup,Vitamin & Suplemen,32000.0,413,"Ferrous Gluconate, Vit B12 sirup anak",Anemia anak; Gejala: anemia anak; kurang darah anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Ferrous Gluconate, Vit B12 sirup anak",Anemia anak; anemia anak; kurang darah anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Feses hitam,2026-12-31,Sirup,/medicines/Sangobion Kids Sirup.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
